c0.source	c0.geneId	c0.source.1	c0.geneId.1	c0.source.2	c0.geneId.2	c0.associationType	c0.originalSource	c0.originalSource.1	c0.originalSource.2	c0.sentence	c0.pmid	c1.pantherName	c1.symbol	c1.geneId	c1.description	c1.symbol.1	c1.geneId.1	c2.diseaseId	c2.name	c2.hpoName	c2.diseaseId.1	c2.name.1	c2.STY	c2.MESH	c2.diseaseClassName	c2.doName	c2.type	c2.OMIM	c2.type.1	c3.score	c4.year
ALL	7124	ALL	7124	ALL	7124	Biomarker	BEFREE	BEFREE	BEFREE	Previous studies indicate that <span class= gene  id= 21029472-3-31-53 >tumour necrosis factor</span> (<span class= gene  id= 21029472-3-55-58 >TNF</span>) and lymphotoxin alpha (LT&alpha;) may be important for the development of <span class= disease  id= 21029472-3-128-144 >cerebral malaria</span> (<span class= disease  id= 21029472-3-146-148 >CM</span>) and other SM syndromes.	21029472	signaling molecule	TNF	7124	tumor necrosis factor	TNF	7124	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0100195105693077	2010
ALL	7124	ALL	7124	ALL	7124	Biomarker	BEFREE	BEFREE	BEFREE	<span class= gene  id= 14504653-0-0-27 >Tumor necrosis factor alpha</span> in the pathogenesis of <span class= disease  id= 14504653-0-51-67 >cerebral malaria</span>.	14504653	signaling molecule	TNF	7124	tumor necrosis factor	TNF	7124	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0100195105693077	2003
ALL	7124	ALL	7124	ALL	7124	GeneticVariation	BEFREE	BEFREE	BEFREE	Variation in the <span class= gene  id= 7935762-0-17-26 >TNF-alpha</span> promoter region associated with susceptibility to <span class= disease  id= 7935762-0-77-93 >cerebral malaria</span>.	7935762	signaling molecule	TNF	7124	tumor necrosis factor	TNF	7124	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0100195105693077	1994
ALL	7124	ALL	7124	ALL	7124	GeneticVariation	GAD	GAD	GAD	Variation in the <span class=gene id=7935762-0-17-26>TNF-alpha</span> promoter region associated with susceptibility to <span class=disease id=7935762-0-77-93>cerebral malaria</span>.	7935762	signaling molecule	TNF	7124	tumor necrosis factor	TNF	7124	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0100195105693077	1994
ALL	7124	ALL	7124	ALL	7124	GeneticVariation	GAD	GAD	GAD	Significant association between TNF-alpha (<span class=gene id=17493155-0-43-46>TNF</span>) promoter allele (-1031C, -863C, and -857C) and <span class=disease id=17493155-0-95-111>cerebral malaria</span> in Thailand.	17493155	signaling molecule	TNF	7124	tumor necrosis factor	TNF	7124	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0100195105693077	2007
ALL	7124	ALL	7124	ALL	7124	GeneticVariation	BEFREE	BEFREE	BEFREE	The OCT-1-binding genotype, found in approximately 5% of Africans, is associated with fourfold increased susceptibility to <span class= disease  id= 10369255-3-123-139 >cerebral malaria</span> in large case-control studies of West African and East African populations, after correction for other known <span class= gene  id= 10369255-3-249-252 >TNF</span> polymorphisms and linked HLA alleles.	10369255	signaling molecule	TNF	7124	tumor necrosis factor	TNF	7124	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0100195105693077	1999
ALL	7124	ALL	7124	ALL	7124	GeneticVariation	BEFREE	BEFREE	BEFREE	Severe malarial anemia and <span class= disease  id= 9841857-0-27-43 >cerebral malaria</span> are associated with different <span class= gene  id= 9841857-0-74-95 >tumor necrosis factor</span> promoter alleles.	9841857	signaling molecule	TNF	7124	tumor necrosis factor	TNF	7124	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0100195105693077	1999
ALL	7124	ALL	7124	ALL	7124	AlteredExpression	BEFREE	BEFREE	BEFREE	CNI-1493 prevented infected mice from experimental <span class= disease  id= 22694849-3-51-67 >cerebral malaria</span> by decreasing the levels in hypusinated eIF-5A and serum <span class= gene  id= 22694849-3-125-128 >TNF</span>, implicating a link between cytokine signaling and the hypusine pathway.Therefore we addressed the question whether either DHS itself or eIF-5A is required for the outcome of severe malaria.	22694849	signaling molecule	TNF	7124	tumor necrosis factor	TNF	7124	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0100195105693077	2012
ALL	7124	ALL	7124	ALL	7124	GeneticVariation	LHGDN	LHGDN	LHGDN	frequency of the <span class=gene id=17493155>TNF</span> U04 allele designated -1031C, -863C, and -857C was found to be significantly greater in patients with <span class=disease id=17493155>cerebral malaria</span> than in patients with mild malaria	17493155	signaling molecule	TNF	7124	tumor necrosis factor	TNF	7124	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0100195105693077	2007
ALL	3162	ALL	3162	ALL	3162	GeneticVariation	GAD	GAD	GAD	Microsatellite polymorphism in the <span class=gene id=16249618-0-35-51>heme oxygenase-1</span> gene promoter is associated with susceptibility to <span class=disease id=16249618-0-103-119>cerebral malaria</span> in Myanmar.	16249618	oxidoreductase	HMOX1	3162	heme oxygenase 1	HMOX1	3162	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00782169629560285	2005
ALL	3162	ALL	3162	ALL	3162	GeneticVariation	GAD	GAD	GAD	Transforming growth factor beta 2 and <span class=gene id=20585394-0-38-54>heme oxygenase 1</span> genes are risk factors for the <span class=disease id=20585394-0-86-102>cerebral malaria</span> syndrome in Angolan children.	20585394	oxidoreductase	HMOX1	3162	heme oxygenase 1	HMOX1	3162	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00782169629560285	2010
ALL	3162	ALL	3162	ALL	3162	GeneticVariation	BEFREE	BEFREE	BEFREE	Transforming growth factor beta 2 and <span class= gene  id= 20585394-0-38-54 >heme oxygenase 1</span> genes are risk factors for the <span class= disease  id= 20585394-0-86-102 >cerebral malaria</span> syndrome in Angolan children.	20585394	oxidoreductase	HMOX1	3162	heme oxygenase 1	HMOX1	3162	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00782169629560285	2010
ALL	3162	ALL	3162	ALL	3162	GeneticVariation	LHGDN	LHGDN	LHGDN	short (GT) n alleles represent a genetic risk factor for cerebral malaria	16249618	oxidoreductase	HMOX1	3162	heme oxygenase 1	HMOX1	3162	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00782169629560285	2005
ALL	3459	ALL	3459	ALL	3459	GeneticVariation	LHGDN	LHGDN	LHGDN	<span class=gene id=12023780>IFNGR1</span> gene promoter polymorphisms may be assocaited with susceptibility to <span class=disease id=12023780>cerebral malaria</span>	12023780	defense/immunity protein; receptor	IFNGR1	3459	interferon gamma receptor 1	IFNGR1	3459	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00568939455652795	2002
ALL	3459	ALL	3459	ALL	3459	GeneticVariation	BEFREE	BEFREE	BEFREE	<span class= gene  id= 12023780-0-0-6 >IFNGR1</span> gene promoter polymorphisms and susceptibility to <span class= disease  id= 12023780-0-57-73 >cerebral malaria</span>.	12023780	defense/immunity protein; receptor	IFNGR1	3459	interferon gamma receptor 1	IFNGR1	3459	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00568939455652795	2002
ALL	3459	ALL	3459	ALL	3459	GeneticVariation	GAD	GAD	GAD	<span class=gene id=12023780-0-0-6>IFNGR1</span> gene promoter polymorphisms and susceptibility to <span class=disease id=12023780-0-57-73>cerebral malaria</span>.	12023780	defense/immunity protein; receptor	IFNGR1	3459	interferon gamma receptor 1	IFNGR1	3459	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00568939455652795	2002
ALL	3459	ALL	3459	ALL	3459	GeneticVariation	BEFREE	BEFREE	BEFREE	A case-control association analysis <span class= negexp >failed</span> to detect significant association between the <span class= gene  id= 19712753-3-89-95 >IFNGR1</span> polymorphisms and <span class= disease  id= 19712753-3-114-130 >cerebral malaria</span>, thus implying that the <span class= gene  id= 19712753-3-155-161 >IFNGR1</span> polymorphism may <span class= negexp >not be a major genetic factor</span> influencing the development of <span class= disease  id= 19712753-3-240-256 >cerebral malaria</span> in the Thai population.	19712753	defense/immunity protein; receptor	IFNGR1	3459	interferon gamma receptor 1	IFNGR1	3459	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00568939455652795	2009
ALL	3593	ALL	3593	ALL	3593	GeneticVariation	BEFREE	BEFREE	BEFREE	A replication study of the association between the <span class= gene  id= 20003322-0-51-56 >IL12B</span> promoter allele CTCTAA and susceptibility to <span class= disease  id= 20003322-0-102-118 >cerebral malaria</span> in Thai population.	20003322	signaling molecule	IL12B	3593	interleukin 12B	IL12B	3593	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00568939455652795	2009
ALL	3593	ALL	3593	ALL	3593	GeneticVariation	LHGDN	LHGDN	LHGDN	The <span class=gene id=18413324>IL12B</span> promoter polymorphism was associated with susceptibility to <span class=disease id=18413324>cerebral malaria</span>.	18413324	signaling molecule	IL12B	3593	interleukin 12B	IL12B	3593	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00568939455652795	2008
ALL	3593	ALL	3593	ALL	3593	GeneticVariation	GAD	GAD	GAD	A functional promoter variant in <span class=gene id=18413324-0-33-38>IL12B</span> predisposes to <span class=disease id=18413324-0-54-70>cerebral malaria</span>.	18413324	signaling molecule	IL12B	3593	interleukin 12B	IL12B	3593	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00568939455652795	2008
ALL	3593	ALL	3593	ALL	3593	GeneticVariation	BEFREE	BEFREE	BEFREE	A functional promoter variant in <span class= gene  id= 18413324-0-33-38 >IL12B</span> predisposes to <span class= disease  id= 18413324-0-54-70 >cerebral malaria</span>.	18413324	signaling molecule	IL12B	3593	interleukin 12B	IL12B	3593	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00568939455652795	2008
ALL	26762	ALL	26762	ALL	26762	GeneticVariation	GAD	GAD	GAD	Significant association between <span class=gene id=18294362-0-32-36>TIM1</span> promoter polymorphisms and protection against <span class=disease id=18294362-0-83-99>cerebral malaria</span> in Thailand.	18294362	cell adhesion molecule; defense/immunity protein; receptor	HAVCR1	26762	hepatitis A virus cellular receptor 1	HAVCR1	26762	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00513994098810175	2008
ALL	26762	ALL	26762	ALL	26762	GeneticVariation	LHGDN	LHGDN	LHGDN	The present results suggest that the higher TIM1 expression associated with the protective TIM1 promoter haplotype confers protection against cerebral malaria.	18294362	cell adhesion molecule; defense/immunity protein; receptor	HAVCR1	26762	hepatitis A virus cellular receptor 1	HAVCR1	26762	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00513994098810175	2008
ALL	3565	ALL	3565	ALL	3565	Biomarker	BEFREE	BEFREE	BEFREE	<span class= gene  id= 19835477-7-0-4 >IL-4</span> concentrations were higher in children with <span class= disease  id= 19835477-7-49-51 >CM</span> than in children with UM during malaria (P = .003).	19835477	signaling molecule	IL4	3565	interleukin 4	IL4	3565	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0032312088759273	2009
ALL	3565	ALL	3565	ALL	3565	Biomarker	BEFREE	BEFREE	BEFREE	Carriers of <span class= gene  id= 15373917-5-12-16 >IL-4</span> +33T/-590T with <span class= disease  id= 15373917-5-33-49 >cerebral malaria</span> had elevated total IgE compared to non-carriers (P = 0.03).	15373917	signaling molecule	IL4	3565	interleukin 4	IL4	3565	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0032312088759273	2004
ALL	3565	ALL	3565	ALL	3565	GeneticVariation	GAD	GAD	GAD	<span class=gene id=19835477-7-0-4>IL-4</span> concentrations were higher in children with <span class=disease id=19835477-7-49-51>CM</span> than in children with UM during malaria (P = .003).	19835477	signaling molecule	IL4	3565	interleukin 4	IL4	3565	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0032312088759273	2009
ALL	3565	ALL	3565	ALL	3565	GeneticVariation	BEFREE	BEFREE	BEFREE	To explore the hypothesis that angiotensin II may play a role in the susceptibility to <span class= disease  id= 20117248-1-87-103 >cerebral malaria</span> (CM), we performed a genetic association study of malaria patients in Orissa, India analyzing three SNPs (ACE2 C--&gt;T, iNOS C--&gt;T, eNOS Glu--&gt;Asp) and two I/D polymorphisms (ACE I/D and <span class= gene  id= 20117248-1-289-293 >IL-4</span> B1/B2).	20117248	signaling molecule	IL4	3565	interleukin 4	IL4	3565	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0032312088759273	2010
ALL	3454	ALL	3454	ALL	3454	Biomarker	BEFREE	BEFREE	BEFREE	<span class= gene  id= 23585679-0-0-6 >IFNAR1</span> controls progression to <span class= disease  id= 23585679-0-31-47 >cerebral malaria</span> in children and CD8+ T cell brain pathology in Plasmodium berghei-infected mice.	23585679	defense/immunity protein; receptor	IFNAR1	3454	interferon alpha and beta receptor subunit 1	IFNAR1	3454	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00300763924902685	2013
ALL	3454	ALL	3454	ALL	3454	GeneticVariation	LHGDN	LHGDN	LHGDN	An association has been demonstrated between two <span class=gene id=12761564>IFNAR1</span> polymorphisms and <span class=disease id=12761564>cerebral malaria</span>.	12761564	defense/immunity protein; receptor	IFNAR1	3454	interferon alpha and beta receptor subunit 1	IFNAR1	3454	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00300763924902685	2004
